,Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
22127,2020-07-23,"Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,34 m²,8.5 m,4 m,"55,88 triệu/m²"
22128,2020-07-23,"Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,32 m²,NaN,NaN,"109,38 triệu/m²"
22129,2020-07-23,"Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,60 m²,13 m,5.2 m,"1,67 triệu/m²"
22130,2020-07-23,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,60 m²,NaN,NaN,55 triệu/m²
22131,2020-07-23,"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,38 m²,9.5 m,4 m,"98,68 triệu/m²"
22132,2020-07-23,"Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,7.1 m,4.2 m,"116,67 triệu/m²"
22133,2020-07-23,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,45 m²,NaN,NaN,"46,67 triệu/m²"
22134,2020-07-23,"Đường Bạch Mai, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,31 m²,NaN,NaN,"88,71 triệu/m²"
22135,2020-07-23,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,42 m²,NaN,NaN,"111,9 triệu/m²"
22136,2020-07-23,"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,57 m²,NaN,NaN,"66,67 triệu/m²"
22137,2020-07-23,"Đường Mai Động||552, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,33 m²,NaN,NaN,"84,55 triệu/m²"
22138,2020-07-23,"Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,40 m²,9.67 m,4.2 m,"337,5 triệu/m²"
22139,2020-07-23,"Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,26 m²,7.5 m,3.6 m,"113,46 triệu/m²"
22140,2020-07-23,"Đường Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,6 m,5 m,"99,33 triệu/m²"
22141,2020-07-23,"Đường Lạc Trung||537, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,60 m²,NaN,7 m,"91,67 triệu/m²"
22142,2020-07-23,"Đường Kim Mã Thượng, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"113,71 triệu/m²"
22143,2020-07-23,"Đường Nguyễn Ngọc Nại||672, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,50 m²,NaN,NaN,142 triệu/m²
22144,2020-07-23,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,6 m,245.454 đ/m²
22145,2020-07-23,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,35 m²,NaN,NaN,"67,14 triệu/m²"
22146,2020-07-23,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,35 m²,NaN,NaN,"68,57 triệu/m²"
22147,2020-07-23,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Thị trấn Trạm Trôi,Nhà biệt thự,Đã có sổ,NaN,4 phòng,225 m²,18 m,12.5 m,"44,78 triệu/m²"
22148,2020-07-23,"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,NaN,5 m,"78,89 triệu/m²"
22149,2020-07-23,"Đường Thúy Lĩnh, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,51 m²,NaN,5.2 m,"38,24 triệu/m²"
22150,2020-07-23,"Đường Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,25 m²,NaN,NaN,94 triệu/m²
22151,2020-07-23,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,32 m²,NaN,3.5 m,"84,38 triệu/m²"
22152,2020-07-23,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,6,5 phòng,37 m²,9.5 m,3.9 m,"108,11 triệu/m²"
22153,2020-07-23,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,40 m²,NaN,NaN,75 triệu/m²
22154,2020-07-23,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,47 m²,NaN,5 m,"82,98 triệu/m²"
22155,2020-07-23,"Đường Tôn Đức Thắng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,25 m²,NaN,5 m,172 triệu/m²
22156,2020-07-23,"20.7, LẠC LONG QUÂN, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,39 m²,7.5 m,5.5 m,"82,05 triệu/m²"
22157,2020-07-23,"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,65 m²,10 m,6 m,"92,31 triệu/m²"
22158,2020-07-23,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,Nhà biệt thự,Đã có sổ,5,4 phòng,51 m²,NaN,NaN,"201,96 triệu/m²"
22159,2020-07-23,"Đường Tô Vĩnh Diện, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,52 m²,NaN,NaN,"107,69 triệu/m²"
22160,2020-07-23,"Đường Hoàng Cầu, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,70 m²,NaN,NaN,"278,57 triệu/m²"
22161,2020-07-23,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,90 triệu/m²
22162,2020-07-23,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,42 m²,NaN,5.27 m,"70,95 triệu/m²"
22163,2020-07-23,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,66 m²,NaN,NaN,"75,76 triệu/m²"
22164,2020-07-23,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,35 m²,NaN,NaN,"102,86 triệu/m²"
22165,2020-07-23,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,30 m²,10 m,3 m,"186,67 triệu/m²"
22166,2020-07-23,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,12 m,3.3 m,"74,5 triệu/m²"
22167,2020-07-23,"Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,NaN,NaN,"83,33 triệu/m²"
22168,2020-07-23,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,49 m²,NaN,NaN,"120,2 triệu/m²"
22169,2020-07-23,"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,39 m²,NaN,NaN,"76,41 triệu/m²"
22170,2020-07-23,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,4 m,"77,14 triệu/m²"
22171,2020-07-23,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,39 m²,NaN,3.7 m,"68,72 triệu/m²"
22172,2020-07-23,"Đường Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,28 m²,NaN,NaN,50 triệu/m²
22173,2020-07-23,"Đường Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,NaN,5 m,"108,33 triệu/m²"
22174,2020-07-23,"Đường Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,"71,67 triệu/m²"
22175,2020-07-23,"Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,70 m²,14 m,5 m,"235,71 triệu/m²"
22176,2020-07-23,"Đường Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,45 m²,NaN,NaN,"102,22 triệu/m²"
22177,2020-07-23,"Đường Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"86,67 triệu/m²"
22178,2020-07-23,"Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,59 m²,NaN,NaN,"105,08 triệu/m²"
22179,2020-07-23,"Đường Thanh Nhàn||596, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,44 m²,NaN,NaN,"78,41 triệu/m²"
22180,2020-07-23,"6, Đường Sài Đồng||1420, Phường Sài Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,42 m²,14 m,3 m,"92,86 triệu/m²"
22181,2020-07-23,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,9.5 m,3.6 m,91 triệu/m²
22182,2020-07-23,"Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,37 m²,NaN,NaN,"104,05 triệu/m²"
22183,2020-07-23,"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,32 m²,NaN,NaN,"71,25 triệu/m²"
22184,2020-07-23,"Đường Minh Khai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,NaN,NaN,"86,36 triệu/m²"
22185,2020-07-23,"Đường Minh Khai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,NaN,NaN,"86,36 triệu/m²"
22186,2020-07-23,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,NaN,3.6 m,"54,35 triệu/m²"
22187,2020-07-23,"Đường Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"83,33 triệu/m²"
22188,2020-07-23,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,32 m²,NaN,4 m,"92,19 triệu/m²"
22189,2020-07-23,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,"187,5 triệu/m²"
22190,2020-07-23,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,42 m²,NaN,NaN,"85,71 triệu/m²"
22191,2020-07-23,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,NaN,"124,75 triệu/m²"
22192,2020-07-23,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,NaN,NaN,148 triệu/m²
22193,2020-07-23,Đường Hoàng Văn Thái,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6,6 phòng,50 m²,NaN,NaN,100 triệu/m²
22194,2020-07-23,"Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,40 m²,NaN,NaN,34 triệu/m²
22195,2020-07-23,"Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,37 m²,NaN,NaN,"78,38 triệu/m²"
22196,2020-07-23,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,10 m,3.1 m,"112,58 triệu/m²"
22197,2020-07-23,"vũ tông phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,NaN,NaN,"83,33 triệu/m²"
22198,2020-07-23,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
22199,2020-07-23,"Đường Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,NaN,NaN,"92,19 triệu/m²"
22200,2020-07-23,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"106,67 triệu/m²"
22201,2020-07-23,"Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,4 m,"51,21 triệu/m²"
22202,2020-07-23,"bùi xương trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,39 m²,NaN,NaN,"107,69 triệu/m²"
22203,2020-07-23,"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,43 m²,NaN,NaN,"127,91 triệu/m²"
22204,2020-07-23,"Đường Phố Vọng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"88,57 triệu/m²"
22205,2020-07-23,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,43 m²,NaN,35 m,"81,4 triệu/m²"
22206,2020-07-23,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,28 m²,NaN,NaN,"105,36 triệu/m²"
22207,2020-07-23,"Đường Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,6,6 phòng,72 m²,12 m,6 m,"166,67 triệu/m²"
22208,2020-07-23,"Đường Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,35 m²,NaN,4.2 m,"105,71 triệu/m²"
22209,2020-07-23,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,45 m²,NaN,45 m,"155,56 triệu/m²"
22210,2020-07-23,"Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,NaN,NaN,"95,74 triệu/m²"
22211,2020-07-23,"lê gia định, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,110 triệu/m²
22212,2020-07-23,"khương trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,55 m²,NaN,NaN,"77,27 triệu/m²"
22213,2020-07-23,"Đường Trường Chinh||698, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,36 m²,NaN,NaN,"108,33 triệu/m²"
22214,2020-07-23,"Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,56 m²,NaN,NaN,"160,71 triệu/m²"
22215,2020-07-23,"Đường Kim Giang||979, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,42 m²,NaN,NaN,"80,95 triệu/m²"
22216,2020-07-23,"hoàng văn thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,40 m²,NaN,NaN,100 triệu/m²
22217,2020-07-23,"Đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,30 m²,5 m,6 m,"143,33 triệu/m²"
22218,2020-07-23,"112, Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,40 m²,NaN,NaN,95 triệu/m²
22219,2020-07-23,"Đường Thái Hà||431, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,58 m²,NaN,4 m,"86,21 triệu/m²"
22220,2020-07-23,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,35 m²,9 m,4 m,90 triệu/m²
22221,2020-07-23,"đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,31 m²,NaN,NaN,"106,45 triệu/m²"
22222,2020-07-23,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,"86,25 triệu/m²"
22223,2020-07-23,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,20 m²,NaN,NaN,"107,5 triệu/m²"
22224,2020-07-23,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,56 m²,NaN,NaN,"187,5 triệu/m²"
22225,2020-07-23,"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,56 m²,NaN,NaN,"94,64 triệu/m²"
22226,2020-07-23,"Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",NaN,5,5 phòng,60 m²,NaN,NaN,"83,33 triệu/m²"
22227,2020-07-23,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,NaN,NaN,"68,89 triệu/m²"
22228,2020-07-23,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",NaN,NaN,7 phòng,60 m²,NaN,NaN,"61,67 triệu/m²"
22229,2020-07-23,"Đường Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,NaN,NaN,90 triệu/m²
